Index,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
724083.0,0.989482,0.9945134,0.9901438,0.9771679,0.96328,0.9530364,0.9482743,0.9491185,0.9546304,0.9618702,0.969226,0.9762008,0.9827604,0.9889405,0.9944864,0.9971592,0.9954912,0.9897597,0.9806071,0.9702392,0.9612569,0.9547386,0.9505949,0.9483992,0.9475104,0.949199,0.9551387,0.9648412,0.9772142,0.988821,0.9946451
1764.0,0.1891937,0.1400146,0.07574463,0.05458069,0.05300903,0.04283142,0.02919006,0.0289917,0.03781128,0.04872131,0.1489716,0.3665009,0.5207214,0.9479523,0.9482117,0.9456024,0.6660919,0.4234467,0.3017883,0.1595612,0.07704163,0.03778076,0.02952576,0.02980042,0.02961731,0.03294373,0.03681946,0.03843689,0.04249573,0.04748535,0.05628967
30001.0,0.4391785,0.7167511,0.1164398,0.1646881,0.09489441,0.0,0.01673889,0.03633118,0.0355072,0.0,0.6231537,0.0,0.0,0.0,0.0,0.8607178,0.9169159,0.807785,0.00328064,0.1595612,0.3601074,0.4591522,0.4120331,0.3397369,0.3967285,0.3441467,0.3406372,0.3490753,0.4156036,0.4725189,0.5061493
36908.0,0.1513559,0.3355279,0.2135851,0.1629049,0.1821938,0.1196127,0.1657232,0.0935807,0.0596864,0.05658371,0.1011779,0.1897178,0.2013558,0.3019984,0.5387447,0.8480142,0.5078105,0.2778101,0.2616679,0.3299835,0.5534198,0.4543759,0.6364052,0.4175256,0.5421581,0.2837465,0.1978531,0.3775454,0.249911,0.3263638,0.5618173
32278.0,0.4953373,0.132323,0.1069055,0.1487033,0.111567,0.1427345,0.2046549,0.1132519,0.1141617,0.1037441,0.3344414,0.1934766,0.5154627,0.6178172,0.3653743,0.8387913,0.4057313,0.3818801,0.4274083,0.352079,0.2765482,0.2390924,0.2601541,0.3601815,0.3591436,0.3241506,0.2489108,0.161657,0.1884958,0.3203292,0.3784525
32312.0,0.3477815,0.2697973,0.1656515,0.07219431,0.1130033,0.1199507,0.115452,0.1262487,0.1018868,0.1001388,0.1569599,0.1772474,0.2776429,0.3723537,0.5571171,0.8182057,0.6992753,0.6351073,0.5935899,0.432461,0.3494296,0.2948447,0.3435158,0.3011483,0.265554,0.2108467,0.1490999,0.1737444,0.1960023,0.4905984,0.7738629
32281.0,0.3803718,0.1523113,0.05387307,0.1541498,0.1282515,0.1430331,0.2118214,0.1256912,0.1253926,0.1184366,0.3417946,0.2062791,0.5214151,0.6702995,0.3887663,0.850951,0.4461634,0.4084388,0.4504646,0.383318,0.2958035,0.2489221,0.2843787,0.3882429,0.3896651,0.3656412,0.2740157,0.1830308,0.2052948,0.3516179,0.4137287
36901.0,0.1862277,0.3784356,0.1496269,0.1792205,0.2190162,0.1181176,0.1610691,0.09071424,0.08459099,0.06790141,0.0890926,0.2024771,0.2443339,0.3409434,0.4986149,0.8141183,0.6177647,0.3113062,0.2893809,0.299814,0.5942734,0.5142593,0.5248315,0.3432591,0.5260987,0.3585432,0.3461323,0.2945053,0.3060019,0.3850593,0.6655935
34486.0,0.05616831,0.4100905,0.1244421,0.1348339,0.2520706,0.1898278,0.2471319,0.2389013,0.2226703,0.1863776,0.244185,0.2361899,0.3902985,0.5230948,0.6302028,0.8375747,0.3688253,0.6051918,0.4543282,0.3685246,0.6493685,0.4533148,0.4598168,0.2266839,0.1949525,0.1636497,0.1779529,0.1381337,0.2165046,0.4246681,0.5159548
