Index,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
1.0,0.007820853879509117,0.007850629662408577,0.007877367231370816,0.007901034816692224,0.007921604235873122,0.007939050949540236,0.007953354110232177,0.007964496603912139,0.0079724650840921,0.007977249998473322,0.007978845608028654,0.007977249998473322,0.0079724650840921,0.007964496603912139,0.007953354110232177,0.007939050949540236,0.007921604235873122,0.007901034816692224,0.007877367231370816,0.007850629662408577,0.007820853879509117,0.007788075176675808,0.0077523323025002824,0.007713667383836322,0.007672125843069571,0.007627756309210482,0.007580610523054033,0.0075307432366650785,0.007478212107462568,0.00742307758718932,0.007365402806066466
49.0,1.1146000045441461e-23,1.3556697331518798e-23,1.6482194767017815e-23,2.0030992381820308e-23,2.4334149505124746e-23,2.9549909854085085e-23,3.586926114587435e-23,4.352261522481967e-23,5.2787831135137305e-23,6.399984703151771e-23,7.756223863493922e-23,9.396108368766735e-23,1.1378158541038919e-22,1.3772799553280162e-22,1.6664748168264196e-22,2.0155870788600019e-22,2.4368604433254847e-22,2.945004977444812e-22,3.5576866180193176e-22,4.296112341996119e-22,5.185729402200778e-22,6.257060506858865e-22,7.546700948000949e-22,9.098508575022057e-22,1.0965023304666659e-21,1.3209159721478711e-21,1.5906224446397559e-21,1.9146319563039232e-21,2.3037204758826496e-21,2.7707704276195227e-21,3.3311760647598338e-21
48.0,7.756223863493922e-23,9.396108368766735e-23,1.1378158541038919e-22,1.3772799553280162e-22,1.6664748168264196e-22,2.0155870788600019e-22,2.4368604433254847e-22,2.945004977444812e-22,3.5576866180193176e-22,4.296112341996119e-22,5.185729402200778e-22,6.257060506858865e-22,7.546700948000949e-22,9.098508575022057e-22,1.0965023304666659e-21,1.3209159721478711e-21,1.5906224446397559e-21,1.9146319563039232e-21,2.3037204758826496e-21,2.7707704276195227e-21,3.3311760647598338e-21,4.003325594170298e-21,4.8091743387712954e-21,5.774925836969215e-21,6.931840859665758e-21,8.317197958230261e-21,9.97543343779218e-21,1.1959493692724201e-20,1.433243877802203e-20,1.7169343076910677e-20,2.055954714333783e-20
47.0,5.185729402200778e-22,6.257060506858865e-22,7.546700948000949e-22,9.098508575022057e-22,1.0965023304666659e-21,1.3209159721478711e-21,1.5906224446397559e-21,1.9146319563039232e-21,2.3037204758826496e-21,2.7707704276195227e-21,3.3311760647598338e-21,4.003325594170298e-21,4.8091743387712954e-21,5.774925836969215e-21,6.931840859665758e-21,8.317197958230261e-21,9.97543343779218e-21,1.1959493692724201e-20,1.433243877802203e-20,1.7169343076910677e-20,2.055954714333783e-20,2.4609324460814e-20,2.9445038215088723e-20,3.521687651806225e-20,4.21032701836169e-20,5.0316115539028444e-20,6.010694632072365e-20,7.177422398976304e-20,8.567194543925294e-20,1.022198017855953e-19,1.2191516259124923e-19
46.0,3.3311760647598338e-21,4.003325594170298e-21,4.8091743387712954e-21,5.774925836969215e-21,6.931840859665758e-21,8.317197958230261e-21,9.97543343779218e-21,1.1959493692724201e-20,1.433243877802203e-20,1.7169343076910677e-20,2.055954714333783e-20,2.4609324460814e-20,2.9445038215088723e-20,3.521687651806225e-20,4.21032701836169e-20,5.0316115539028444e-20,6.010694632072365e-20,7.177422398976304e-20,8.567194543925294e-20,1.022198017855953e-19,1.2191516259124923e-19,1.4534720745176198e-19,1.7321358254986313e-19,2.0634002487839624e-19,2.4570347292402214e-19,2.924592715001295e-19,3.4797318222812446e-19,4.138590323378734e-19,4.920229758293715e-19,5.847155059002832e-19,6.945925497132416e-19
45.0,2.055954714333783e-20,2.4609324460814e-20,2.9445038215088723e-20,3.521687651806225e-20,4.21032701836169e-20,5.0316115539028444e-20,6.010694632072365e-20,7.177422398976304e-20,8.567194543925294e-20,1.022198017855953e-19,1.2191516259124923e-19,1.4534720745176198e-19,1.7321358254986313e-19,2.0634002487839624e-19,2.4570347292402214e-19,2.924592715001295e-19,3.4797318222812446e-19,4.138590323378734e-19,4.920229758293715e-19,5.847155059002832e-19,6.945925497132416e-19,8.247872004730044e-19,9.789939025246734e-19,1.1615672086941878e-18,1.3776375822240338e-18,1.63324712633391e-18,1.935508601815518e-18,2.292791647730534e-18,2.7149407644344072e-18,3.213530365889345e-18,3.802163075815927e-18
44.0,1.2191516259124923e-19,1.4534720745176198e-19,1.7321358254986313e-19,2.0634002487839624e-19,2.4570347292402214e-19,2.924592715001295e-19,3.4797318222812446e-19,4.138590323378734e-19,4.920229758293715e-19,5.847155059002832e-19,6.945925497132416e-19,8.247872004730044e-19,9.789939025246734e-19,1.1615672086941878e-18,1.3776375822240338e-18,1.63324712633391e-18,1.935508601815518e-18,2.292791647730534e-18,2.7149407644344072e-18,3.213530365889345e-18,3.802163075815927e-18,4.4968184484039016e-18,5.31626046065877e-18,6.282513474873707e-18,7.421417934822744e-18,8.763278871018715e-18,1.0343622386661012e-17,1.2204077720269208e-17,1.4393405283504485e-17,1.6968694310788484e-17,1.9996757496994356e-17
43.0,6.945925497132416e-19,8.247872004730044e-19,9.789939025246734e-19,1.1615672086941878e-18,1.3776375822240338e-18,1.63324712633391e-18,1.935508601815518e-18,2.292791647730534e-18,2.7149407644344072e-18,3.213530365889345e-18,3.802163075815927e-18,4.4968184484039016e-18,5.31626046065877e-18,6.282513474873707e-18,7.421417934822744e-18,8.763278871018715e-18,1.0343622386661012e-17,1.2204077720269208e-17,1.4393405283504485e-17,1.6968694310788484e-17,1.9996757496994356e-17,2.355575431638657e-17,2.7737079696882755e-17,3.264756046804396e-17,3.841200862289109e-17,4.517618806308606e-17,5.311026028349049e-17,6.241278456627808e-17,7.331535989182534e-17,8.608800915648452e-17,1.0104542167073784e-16
42.0,3.802163075815927e-18,4.4968184484039016e-18,5.31626046065877e-18,6.282513474873707e-18,7.421417934822744e-18,8.763278871018715e-18,1.0343622386661012e-17,1.2204077720269208e-17,1.4393405283504485e-17,1.6968694310788484e-17,1.9996757496994356e-17,2.355575431638657e-17,2.7737079696882755e-17,3.264756046804396e-17,3.841200862289109e-17,4.517618806308606e-17,5.311026028349049e-17,6.241278456627808e-17,7.331535989182534e-17,8.608800915648452e-17,1.0104542167073784e-16,1.185541875858034e-16,1.3904117819420748e-16,1.6300324934826535e-16,1.9101847197092657e-16,2.237591242870371e-16,2.6200671553877784e-16,3.0666935120315806e-16,3.588017958255338e-16,4.196286423439406e-16,4.905710571392848e-16
