400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0
0.0650,0.0680,0.0640,0.0590,0.0550,0.0530,0.0520,0.0520,0.0540,0.0570,0.0610,0.0650,0.0700,0.0740,0.0760,0.0790,0.0870,0.1000,0.1150,0.1290,0.1380,0.1460,0.1540,0.1630,0.1730,0.1880,0.2040,0.2220,0.2420,0.2610,0.2820
0.1820,0.1970,0.2010,0.2050,0.2120,0.2240,0.2400,0.2620,0.2820,0.2930,0.3010,0.3210,0.3220,0.2980,0.2920,0.3000,0.2950,0.3050,0.3580,0.4350,0.4940,0.5300,0.5500,0.5640,0.5740,0.5900,0.6050,0.6240,0.6520,0.6820,0.7130
0.2660,0.3200,0.3360,0.3370,0.3350,0.3310,0.3220,0.3100,0.2930,0.2760,0.2600,0.2430,0.2250,0.2080,0.1980,0.1910,0.1830,0.1720,0.1630,0.1570,0.1500,0.1440,0.1370,0.1300,0.1230,0.1180,0.1120,0.1080,0.1050,0.1040,0.1030
0.0500,0.0490,0.0500,0.0520,0.0540,0.0580,0.0610,0.0640,0.0670,0.0700,0.0780,0.1060,0.1550,0.1810,0.1770,0.1570,0.1370,0.1260,0.1220,0.1150,0.1040,0.0980,0.0980,0.1000,0.0970,0.0950,0.0950,0.1010,0.1250,0.1740,0.2470
0.3280,0.4180,0.4460,0.4480,0.4440,0.4340,0.4210,0.4050,0.3810,0.3620,0.3420,0.3140,0.2710,0.2310,0.2110,0.2090,0.2010,0.1960,0.2060,0.2230,0.2350,0.2450,0.2430,0.2470,0.2690,0.3180,0.3840,0.4460,0.4900,0.5110,0.5200
0.2520,0.3030,0.3220,0.3360,0.3530,0.3750,0.4080,0.4600,0.5230,0.5660,0.5820,0.5800,0.5690,0.5490,0.5190,0.4800,0.4360,0.3920,0.3460,0.3020,0.2600,0.2340,0.2210,0.2150,0.2100,0.2080,0.2110,0.2200,0.2330,0.2440,0.2520
0.0540,0.0530,0.0520,0.0520,0.0520,0.0520,0.0520,0.0530,0.0550,0.0570,0.0610,0.0680,0.0860,0.1200,0.1700,0.2280,0.2970,0.3800,0.4520,0.5030,0.5320,0.5520,0.5660,0.5780,0.5870,0.5990,0.6040,0.6080,0.6150,0.6220,0.6280
0.2310,0.2930,0.3240,0.3480,0.3730,0.3870,0.3740,0.3450,0.3010,0.2470,0.2020,0.1670,0.1370,0.1160,0.1060,0.0990,0.0900,0.0830,0.0830,0.0860,0.0870,0.0850,0.0840,0.0880,0.0980,0.1110,0.1230,0.1260,0.1200,0.1150,0.1160
0.1440,0.1440,0.1380,0.1320,0.1310,0.1290,0.1260,0.1250,0.1190,0.1090,0.1030,0.1000,0.0940,0.0890,0.0920,0.1020,0.1080,0.1120,0.1570,0.2740,0.4150,0.5170,0.5670,0.5910,0.6010,0.6070,0.6070,0.6050,0.6050,0.6050,0.6060
