400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0
0.4240,0.6365,0.6958,0.7017,0.6980,0.6969,0.6958,0.6932,0.6918,0.6723,0.6672,0.6752,0.6604,0.6463,0.6565,0.6958,0.7328,0.7586,0.7665,0.7674,0.7669,0.7675,0.7628,0.7660,0.7649,0.7591,0.7597,0.7622,0.7576,0.7564,0.7585
0.3967,0.5205,0.5326,0.5211,0.5212,0.5148,0.5085,0.5151,0.5060,0.4905,0.4907,0.4911,0.4797,0.4689,0.4709,0.5177,0.5556,0.5756,0.5771,0.5824,0.5770,0.5738,0.5763,0.5714,0.5706,0.5719,0.5659,0.5654,0.5662,0.5609,0.5610
0.3377,0.3893,0.3877,0.3799,0.3752,0.3740,0.3715,0.3686,0.3642,0.3486,0.3466,0.3571,0.3450,0.3317,0.3401,0.3723,0.4043,0.4285,0.4301,0.4322,0.4341,0.4315,0.4295,0.4306,0.4238,0.4226,0.4254,0.4214,0.4213,0.4202,0.4157
0.2611,0.2756,0.2700,0.2649,0.2600,0.2564,0.2507,0.2513,0.2477,0.2381,0.2325,0.2380,0.2262,0.2164,0.2265,0.2586,0.2825,0.3064,0.3067,0.3051,0.3072,0.3033,0.3021,0.3017,0.2966,0.2970,0.2955,0.2910,0.2913,0.2923,0.2878
0.1822,0.1832,0.1796,0.1711,0.1720,0.1675,0.1622,0.1652,0.1629,0.1511,0.1513,0.1531,0.1449,0.1429,0.1475,0.1652,0.1804,0.2001,0.2020,0.2081,0.2053,0.2034,0.2058,0.2031,0.1992,0.2001,0.1983,0.1947,0.1980,0.1958,0.1932
0.1159,0.1156,0.1114,0.1082,0.1108,0.1039,0.1031,0.1036,0.0993,0.0955,0.0958,0.0937,0.0899,0.0907,0.0922,0.1053,0.1059,0.1169,0.1307,0.1445,0.1447,0.1415,0.1459,0.1425,0.1417,0.1428,0.1376,0.1370,0.1386,0.1378,0.1366
0.0686,0.0686,0.0660,0.0643,0.0629,0.0644,0.0616,0.0600,0.0600,0.0558,0.0570,0.0571,0.0521,0.0552,0.0591,0.0582,0.0493,0.0658,0.0738,0.0862,0.0922,0.0933,0.0916,0.0919,0.0869,0.0858,0.0878,0.0882,0.0844,0.0874,0.0867
0.0521,0.0443,0.0462,0.0493,0.0496,0.0463,0.0452,0.0396,0.0415,0.0429,0.0406,0.0400,0.0399,0.0374,0.0408,0.0434,0.0302,0.0474,0.0530,0.0500,0.0528,0.0611,0.0694,0.0758,0.0905,0.1005,0.1022,0.1082,0.1108,0.1128,0.1134
0.3889,0.4981,0.5074,0.4943,0.4879,0.4798,0.4739,0.4806,0.4718,0.4433,0.4437,0.4454,0.4290,0.4155,0.4209,0.4810,0.5507,0.5970,0.6387,0.6678,0.6726,0.6716,0.6755,0.6737,0.6725,0.6719,0.6684,0.6656,0.6689,0.6635,0.6676
0.3332,0.3771,0.3742,0.3590,0.3543,0.3482,0.3441,0.3474,0.3400,0.3169,0.3134,0.3217,0.3054,0.2919,0.3007,0.3489,0.4138,0.4563,0.4829,0.4984,0.5062,0.5013,0.5022,0.4980,0.4944,0.4961,0.4945,0.4882,0.4896,0.4861,0.4820
0.2601,0.2723,0.2637,0.2549,0.2469,0.2411,0.2386,0.2413,0.2349,0.2157,0.2128,0.2174,0.2045,0.1959,0.2021,0.2355,0.2768,0.3123,0.3496,0.3725,0.3851,0.3814,0.3779,0.3800,0.3732,0.3743,0.3720,0.3668,0.3649,0.3676,0.3624
0.1756,0.1751,0.1671,0.1639,0.1593,0.1544,0.1551,0.1537,0.1487,0.1399,0.1345,0.1377,0.1313,0.1234,0.1279,0.1488,0.1587,0.1832,0.2222,0.2503,0.2568,0.2626,0.2622,0.2590,0.2596,0.2567,0.2529,0.2552,0.2541,0.2517,0.2517
0.1135,0.1080,0.1055,0.1023,0.1002,0.0980,0.0968,0.0958,0.0923,0.0880,0.0837,0.0841,0.0816,0.0806,0.0844,0.0912,0.0901,0.0997,0.1286,0.1646,0.1838,0.1896,0.1881,0.1865,0.1880,0.1832,0.1843,0.1825,0.1786,0.1807,0.1801
0.0579,0.0578,0.0573,0.0542,0.0569,0.0554,0.0527,0.0518,0.0505,0.0436,0.0468,0.0472,0.0453,0.0466,0.0458,0.0459,0.0405,0.0556,0.0649,0.0831,0.1027,0.1167,0.1313,0.1399,0.1406,0.1476,0.1459,0.1430,0.1463,0.1480,0.1462
0.3218,0.3613,0.3484,0.3367,0.3337,0.3212,0.3205,0.3223,0.3122,0.2922,0.2831,0.2866,0.2739,0.2576,0.2660,0.3102,0.3640,0.4037,0.4792,0.5505,0.5754,0.5839,0.5860,0.5859,0.5858,0.5832,0.5804,0.5801,0.5773,0.5778,0.5746
0.2444,0.2553,0.2395,0.2326,0.2272,0.2228,0.2197,0.2182,0.2117,0.1933,0.1929,0.1925,0.1797,0.1707,0.1737,0.2076,0.2344,0.2619,0.3280,0.4000,0.4335,0.4381,0.4409,0.4389,0.4384,0.4389,0.4354,0.4347,0.4308,0.4304,0.4271
0.1711,0.1715,0.1604,0.1565,0.1522,0.1500,0.1460,0.1479,0.1410,0.1300,0.1271,0.1257,0.1211,0.1144,0.1201,0.1365,0.1527,0.1695,0.2292,0.2884,0.3181,0.3226,0.3225,0.3230,0.3201,0.3221,0.3170,0.3184,0.3147,0.3148,0.3112
