400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0
0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463,0.5463
0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043,0.4043
0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733,0.2733
0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900,0.1900
0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399
0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905
0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465
0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655
0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702,0.4702
0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480,0.3480
0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455,0.2455
0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724,0.1724
0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609,0.1609
0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635,0.5635
0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125,0.4125
0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058,0.3058
0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754,0.1754
0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319,0.2319
0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348,0.7348
